file,species,px_cm,base_x,base_y,tip_x,tip_y
AMA3A_i.tif,Erythroxylym coca,28.4,329.167,183.833,70.833,210.167
AMA3A_j.tif,Erythroxylym coca,28.4,307,195,93,197
AMA3B_a.tif,Erythroxylym coca,28.4,272,195,127,211
AMA3B_b.tif,Erythroxylym coca,28.4,284,193.5,115.75,201
AMA3B_c.tif,Erythroxylym coca,28.4,303.167,206.167,96.833,207.833
AMA3B_d.tif,Erythroxylym coca,28.4,281.25,205,119,204
AMA3B_e.tif,Erythroxylym coca,28.4,310.167,199.833,89.833,196.833
AMA3B_f.tif,Erythroxylym coca,28.4,279,195.75,119.5,208.75
AMA3B_g.tif,Erythroxylym coca,28.4,299.167,203.5,100.833,202.833
AMA3B_h.tif,Erythroxylym coca,28.4,278.25,199,121.75,200
AMA3B_i.tif,Erythroxylym coca,28.4,318.5,198.833,81.167,198.167
AMA3M_a.tif,Erythroxylym coca,28.4,270,202.5,129.75,198.75
AMA3M_b.tif,Erythroxylym coca,28.4,307.167,193.833,91.833,212.167
AMA3M_c.tif,Erythroxylym coca,28.4,309.167,197.5,89.5,196.167
AMA3M_d.tif,Erythroxylym coca,28.4,307.833,188.5,91.833,199.833
AMA3M_e.tif,Erythroxylym coca,28.4,300.833,201.5,97.5,186.5
AMA3M_f.tif,Erythroxylym coca,28.4,273.25,210.5,125.75,193
AMA3M_g.tif,Erythroxylym coca,28.4,278,188,121.75,204.5
AMA3M_h.tif,Erythroxylym coca,28.4,266.25,203.5,133.75,196
AMA3M_i.tif,Erythroxylym coca,28.4,287.25,202.25,113,196
AMA3M_j.tif,Erythroxylym coca,28.4,284,197.5,115.75,197
AMA4A_a.tif,Erythroxylym coca,28.4,279.75,202,119.75,205.25
AMA4A_b.tif,Erythroxylym coca,28.4,260.5,195.5,139.5,207.167
AMA4A_c.tif,Erythroxylym coca,28.4,268.25,188.25,131,209
AMA4A_d.tif,Erythroxylym coca,28.4,284.25,198.75,116,203
AMA4A_e.tif,Erythroxylym coca,28.4,290,204,108.75,196.5
AMA4A_f.tif,Erythroxylym coca,28.4,268.75,208,131,211
AMA4A_g.tif,Erythroxylym coca,28.4,284.25,203.5,114.75,189.75
AMA4A_h.tif,Erythroxylym coca,28.4,285,193,115,209
AMA4A_i.tif,Erythroxylym coca,28.4,287.75,208,112,210.75
AMA4A_j.tif,Erythroxylym coca,28.4,285,188.5,113.75,207
AMA4A_k.tif,Erythroxylym coca,28.4,270.75,200.75,128.75,205
AMA4B_a.tif,Erythroxylym coca,28.4,260.167,206.333,138.5,195.5
AMA4B_b.tif,Erythroxylym coca,28.4,267,201.75,132.75,198.5
AMA4B_c.tif,Erythroxylym coca,28.4,280,203.25,118.75,208.75
AMA4B_d.tif,Erythroxylym coca,28.4,279,206.5,120.75,203.5
AMA4B_e.tif,Erythroxylym coca,28.4,291,201.75,107.75,187.75
AMA4B_f.tif,Erythroxylym coca,28.4,290.75,200.75,107.75,199.75
AMA4B_g.tif,Erythroxylym coca,28.4,258.167,200,141,206.833
AMA4B_h.tif,Erythroxylym coca,28.4,259,195,140.833,198.333
AMA4B_i.tif,Erythroxylym coca,28.4,280.167,206.167,118.833,207.167
AMA4B_j.tif,Erythroxylym coca,28.4,269.25,203.75,129.75,206
AMA4B_k.tif,Erythroxylym coca,28.4,295.167,194.833,104.5,198.167
AMA4M_a.tif,Erythroxylym coca,28.4,305.167,202.5,94.833,201.833
AMA4M_b.tif,Erythroxylym coca,28.4,264.333,201.333,134.833,197
AMA4M_c.tif,Erythroxylym coca,28.4,279,209.25,119.75,205
AMA4M_d.tif,Erythroxylym coca,28.4,300.833,205.833,98.833,202.833
AMA4M_e.tif,Erythroxylym coca,28.4,268.25,198.25,131.75,206.75
AMA4M_f.tif,Erythroxylym coca,28.4,283,202.75,116.75,207.25
AMA4M_g.tif,Erythroxylym coca,28.4,260.333,189,138.667,210.833
AMA4M_h.tif,Erythroxylym coca,28.4,273,212,125.75,201
AMA4M_i.tif,Erythroxylym coca,28.4,293.25,239.75,106.75,181
AMA4M_j.tif,Erythroxylym coca,28.4,281,196.5,117.75,206.25
BOB1A_a.tif,Erythroxylym coca,28.4,235.375,210.125,164.625,198.125
BOB1A_b.tif,Erythroxylym coca,28.4,265.333,203.5,134.667,198.167
BOB1A_c.tif,Erythroxylym coca,28.4,270,216.75,130,196.5
BOB1A_d.tif,Erythroxylym coca,28.4,276,202.5,123.75,200.75
BOB1A_e.tif,Erythroxylym coca,28.4,304.833,203.5,94.833,197.5
BOB1A_f.tif,Erythroxylym coca,28.4,330.833,189.5,68.833,194.167
BOB1A_g.tif,Erythroxylym coca,28.4,338,203,60.5,197
BOB1A_h.tif,Erythroxylym coca,28.4,259.167,194,140.667,210.5
BOB1A_i.tif,Erythroxylym coca,28.4,269,204,130.75,193
BOB1A_j.tif,Erythroxylym coca,28.4,274.25,211.75,126,195
BOB1A_k.tif,Erythroxylym coca,28.4,301.5,209.167,98.833,203.833
BOB1A_l.tif,Erythroxylym coca,28.4,325.5,189.167,74.833,209.167
BOB1B_a.tif,Erythroxylym coca,28.4,301.5,206.167,97.167,203.833
BOB1B_b.tif,Erythroxylym coca,28.4,301.5,200.5,96.833,200.833
BOB1B_c.tif,Erythroxylym coca,28.4,281.25,187.25,118.5,200.25
BOB1B_d.tif,Erythroxylym coca,28.4,304.833,213.167,94.5,195.5
BOB1B_e.tif,Erythroxylym coca,28.4,330.167,184.5,69.833,201.833
BOB1B_f.tif,Erythroxylym coca,28.4,287.25,213.75,111.5,203.75
BOB1B_g.tif,Erythroxylym coca,28.4,295,209.5,104.75,207.25
BOB1B_h.tif,Erythroxylym coca,28.4,307.833,182.167,90.833,205.167
BOB1B_i.tif,Erythroxylym coca,28.4,308.167,185.167,91.167,201.5
BOB1B_j.tif,Erythroxylym coca,28.4,298.25,199,101.75,203.75
BOB1M_a.tif,Erythroxylym coca,28.4,293,209,106.75,197.75
BOB1M_b.tif,Erythroxylym coca,28.4,301.167,210.167,97.5,203.833
BOB1M_c.tif,Erythroxylym coca,28.4,294,200,105.75,201
BOB1M_d.tif,Erythroxylym coca,28.4,286,197,112.5,204.75
BOB1M_e.tif,Erythroxylym coca,28.4,279,205.75,120.75,194.5
BOB1M_f.tif,Erythroxylym coca,28.4,267,193,131.5,207
BOB1M_g.tif,Erythroxylym coca,28.4,319.833,187.167,79.833,198.833
BOB1M_h.tif,Erythroxylym coca,28.4,294.5,203,106,197
BOB1M_i.tif,Erythroxylym coca,28.4,284.25,208,115.75,201
BOB1M_j.tif,Erythroxylym coca,28.4,277.25,190.75,123,206
BOB2A_a.tif,Erythroxylym coca,28.4,267.75,182,130.75,205.75
BOB2A_b.tif,Erythroxylym coca,28.4,293.5,193.25,105.75,214
BOB2A_c.tif,Erythroxylym coca,28.4,302.833,207.833,96.5,194.833
BOB2A_d.tif,Erythroxylym coca,28.4,293,189,106.75,204
BOB2A_e.tif,Erythroxylym coca,28.4,279,211.5,120.75,197.75
BOB2A_f.tif,Erythroxylym coca,28.4,290.75,206.75,108.75,204
BOB2A_g.tif,Erythroxylym coca,28.4,274,204,124.5,204.75
BOB2A_h.tif,Erythroxylym coca,28.4,315.5,207.5,83.5,188.833
BOB2A_i.tif,Erythroxylym coca,28.4,328.167,199.5,70.833,207.833
BOB2A_j.tif,Erythroxylym coca,28.4,298.167,196.167,100.5,201.167
BOB2A_k.tif,Erythroxylym coca,28.4,282,181.75,116.75,209.5
BOB2A_l.tif,Erythroxylym coca,28.4,311.167,197.5,88.833,199.833
BOB2A_m.tif,Erythroxylym coca,28.4,268.25,185.5,131.75,206
BOB2B_a.tif,Erythroxylym coca,28.4,309.167,196.833,89.833,203.5
BOB2B_b.tif,Erythroxylym coca,28.4,322.167,199.833,77.833,208.5
BOB2B_c.tif,Erythroxylym coca,28.4,319.167,206.833,80.833,197.167
BOB2B_d.tif,Erythroxylym coca,28.4,305.833,198.167,92.5,206.5
BOB2B_e.tif,Erythroxylym coca,28.4,306.5,186.167,93.833,202.833
BOB2B_f.tif,Erythroxylym coca,28.4,308.167,197.833,90.833,198.833
BOB2B_g.tif,Erythroxylym coca,28.4,307.5,200.5,91.833,194.5
BOB2B_h.tif,Erythroxylym coca,28.4,319.833,209.5,78.833,197.167
BOB2B_i.tif,Erythroxylym coca,28.4,326.167,200.167,73.833,194.167
BOB2B_j.tif,Erythroxylym coca,28.4,291.75,193,106.75,209.25
BOB2M_a.tif,Erythroxylym coca,28.4,306.167,185.833,92.833,201.833
BOB2M_b.tif,Erythroxylym coca,28.4,315.833,185.167,82.833,211.833
BOB2M_c.tif,Erythroxylym coca,28.4,293.5,191.5,105.75,199.75
BOB2M_d.tif,Erythroxylym coca,28.4,296,193.5,103.75,206
BOB2M_e.tif,Erythroxylym coca,28.4,312.833,210.833,86.167,195.5
BOB2M_f.tif,Erythroxylym coca,28.4,297,206.75,102.75,187.5
BOB2M_g.tif,Erythroxylym coca,28.4,271.25,187.25,128.75,210.5
BOB2M_h.tif,Erythroxylym coca,28.4,293,219,106.75,193.25
BOB2M_i.tif,Erythroxylym coca,28.4,301.833,215.5,97.5,192.833
BOB2M_j.tif,Erythroxylym coca,28.4,322.167,189.167,76.833,212.167
BOB3A_a.tif,Erythroxylym coca,28.4,285.75,202,113.75,200.25
BOB3A_b.tif,Erythroxylym coca,28.4,287,211.75,111.75,198.25
BOB3A_c.tif,Erythroxylym coca,28.4,300.167,183.167,96.5,208.833
BOB3A_d.tif,Erythroxylym coca,28.4,303.5,204.833,95.833,201.167
BOB3A_e.tif,Erythroxylym coca,28.4,324.167,191.167,75.833,211.5
BOB3A_f.tif,Erythroxylym coca,28.4,314.167,188.833,82.167,210.5
BOB3A_g.tif,Erythroxylym coca,28.4,279.75,206.5,119.75,197
BOB3A_h.tif,Erythroxylym coca,28.4,305.167,201.167,93.5,201.167
BOB3A_i.tif,Erythroxylym coca,28.4,313.167,190.5,85.833,198.5
BOB3A_j.tif,Erythroxylym coca,28.4,311.833,201.167,86.833,199.833
BOB3A_k.tif,Erythroxylym coca,28.4,309.5,184.833,89.5,201.833
BOB3B_a.tif,Erythroxylym coca,28.4,326.167,198.167,72.5,199.5
BOB3B_b.tif,Erythroxylym coca,28.4,300.833,197.833,98.833,197.833
BOB3B_c.tif,Erythroxylym coca,28.4,300.833,205.5,98.833,202.167
BOB3B_d.tif,Erythroxylym coca,28.4,297.25,214.25,101.5,191.25
BOB3B_e.tif,Erythroxylym coca,28.4,267,212.5,131.75,195.75
BOB3B_f.tif,Erythroxylym coca,28.4,270.75,202,127.5,195
BOB3B_g.tif,Erythroxylym coca,28.4,277.25,215.25,122.5,188.75
BOB3B_h.tif,Erythroxylym coca,28.4,262,192.833,137.667,202.5
BOB3M_a.tif,Erythroxylym coca,28.4,306.167,197.167,91.833,202.167
BOB3M_b.tif,Erythroxylym coca,28.4,282,195.75,116.75,209
BOB3M_c.tif,Erythroxylym coca,28.4,282,202.25,116.75,201.25
BOB3M_d.tif,Erythroxylym coca,28.4,290,191.5,108.75,198.5
BOB3M_e.tif,Erythroxylym coca,28.4,283,201.75,115.5,204.25
BOB3M_f.tif,Erythroxylym coca,28.4,304.833,185.167,93.833,214.167
BOB3M_g.tif,Erythroxylym coca,28.4,298,209.75,101.75,193.75
BOB3M_h.tif,Erythroxylym coca,28.4,286.25,200.5,112.75,202.25
BOB3M_i.tif,Erythroxylym coca,28.4,293,195.25,106.75,199.25
BOB3M_j.tif,Erythroxylym coca,28.4,285,208.75,114.75,207.5
BOB3M_k.tif,Erythroxylym coca,28.4,290,198.5,108.5,205.5
BOB3M_l.tif,Erythroxylym coca,28.4,290,200,108.75,200.25
BOB4A_a.tif,Erythroxylym coca,28.4,277,184,122.75,192.75
BOB4A_b.tif,Erythroxylym coca,28.4,293.25,199.5,106.5,191
BOB4A_c.tif,Erythroxylym coca,28.4,276.25,190.5,123.75,198.25
BOB4A_d.tif,Erythroxylym coca,28.4,291,216,108.5,198
BOB4A_e.tif,Erythroxylym coca,28.4,321.167,193.833,77.833,192.5
BOB4A_f.tif,Erythroxylym coca,28.4,287,212,111.75,203.75
BOB4A_g.tif,Erythroxylym coca,28.4,286.25,202.75,112.5,200.5
BOB4A_h.tif,Erythroxylym coca,28.4,268.5,197.25,130.75,187.75
BOB4A_i.tif,Erythroxylym coca,28.4,291,200,108.5,199.25
BOB4A_j.tif,Erythroxylym coca,28.4,294.75,220,104.75,195.25
BOB4B_a.tif,Erythroxylym coca,28.4,277,185.75,121.5,204.75
BOB4B_b.tif,Erythroxylym coca,28.4,282.75,200.75,115.75,194.75
BOB4B_c.tif,Erythroxylym coca,28.4,287,209.75,111.75,200.75
BOB4B_d.tif,Erythroxylym coca,28.4,285.25,210,115,192
BOB4B_e.tif,Erythroxylym coca,28.4,293,198.25,105.75,192.5
BOB4B_f.tif,Erythroxylym coca,28.4,302.167,210.167,96.5,190.5
BOB4B_g.tif,Erythroxylym coca,28.4,279,201,120.25,199.25
BOB4B_h.tif,Erythroxylym coca,28.4,282.25,204.75,116.5,207.75
BOB4B_i.tif,Erythroxylym coca,28.4,285,215.25,114.5,190.75
BOB4B_j.tif,Erythroxylym coca,28.4,281,220,117.75,202.5
BOB4B_k.tif,Erythroxylym coca,28.4,294,198.25,104.5,197.75
BOB4B_l.tif,Erythroxylym coca,28.4,303.833,195.167,95.5,208.167
BOB4M_a.tif,Erythroxylym coca,28.4,273.25,197,126.75,200.25
BOB4M_b.tif,Erythroxylym coca,28.4,258.167,209,141.667,199
BOB4M_c.tif,Erythroxylym coca,28.4,256.333,187,142.667,205.167
BOB4M_d.tif,Erythroxylym coca,28.4,262.333,203.5,137.667,203.333
BOB4M_e.tif,Erythroxylym coca,28.4,265.5,203,133.833,194.5
BOB4M_f.tif,Erythroxylym coca,28.4,291.25,188,108.75,205.25
BOB4M_g.tif,Erythroxylym coca,28.4,278.75,205.75,120.75,195.5
BOB4M_h.tif,Erythroxylym coca,28.4,266,191.75,133.75,202.75
BOB4M_i.tif,Erythroxylym coca,28.4,270.75,207,128.75,207.25
BOB4M_j.tif,Erythroxylym coca,28.4,271.5,194,129,197.75
BOB4M_k.tif,Erythroxylym coca,28.4,293,214.5,105.5,207.5
BOB4M_l.tif,Erythroxylym coca,28.4,298.25,194.25,101.75,211.5
BOB4M_m.tif,Erythroxylym coca,28.4,290.25,197.75,108.75,202.25
BOB5A_a.tif,Erythroxylym coca,28.4,327.5,192.5,72.833,203.5
BOB5A_b.tif,Erythroxylym coca,28.4,311.833,202.167,87.5,190.167
BOB5A_c.tif,Erythroxylym coca,28.4,277,177.75,122.75,209.25
BOB5A_d.tif,Erythroxylym coca,28.4,279.25,189.5,120.75,207.75
BOB5A_e.tif,Erythroxylym coca,28.4,286,192.75,113.75,193.25
BOB5A_f.tif,Erythroxylym coca,28.4,288.25,204.25,111.5,207.5
BOB5A_g.tif,Erythroxylym coca,28.4,288,200.75,111,187
BOB5A_h.tif,Erythroxylym coca,28.4,297,198,101.75,210.25
BOB5A_i.tif,Erythroxylym coca,28.4,289.75,187,108.75,200.75
BOB5A_j.tif,Erythroxylym coca,28.4,288,204.75,110.75,204.5
BOB5B_a.tif,Erythroxylym coca,28.4,308.167,199.833,90.833,205.833
BOB5B_b.tif,Erythroxylym coca,28.4,308.167,206.5,91.833,202.833
BOB5B_c.tif,Erythroxylym coca,28.4,294.25,189,106,202.25
BOB5B_d.tif,Erythroxylym coca,28.4,302.833,211.167,96.5,199.833
BOB5B_e.tif,Erythroxylym coca,28.4,293.25,200.25,106.5,200.5
BOB5B_f.tif,Erythroxylym coca,28.4,305.5,202.833,93.833,201.167
BOB5B_g.tif,Erythroxylym coca,28.4,311.833,207.833,86.5,198.833
BOB5B_h.tif,Erythroxylym coca,28.4,297,201.25,102.5,201.75
BOB5B_i.tif,Erythroxylym coca,28.4,281.25,192.25,118.75,207.25
BOB5B_j.tif,Erythroxylym coca,28.4,298.25,193,100.5,205.25
BOB5M_a.tif,Erythroxylym coca,28.4,317.167,194.167,81.833,207.167
BOB5M_b.tif,Erythroxylym coca,28.4,286.25,215,112.5,185.75
BOB5M_c.tif,Erythroxylym coca,28.4,289,208.25,109.5,195.5
BOB5M_d.tif,Erythroxylym coca,28.4,283.25,218,116.75,192.5
BOB5M_e.tif,Erythroxylym coca,28.4,296,184.25,103.75,202.25
BOB5M_f.tif,Erythroxylym coca,28.4,312.833,222.167,86.167,182.833
BOB5M_g.tif,Erythroxylym coca,28.4,293.25,194.75,105.75,205.5
BOB5M_h.tif,Erythroxylym coca,28.4,294.25,196.5,105,199
BOB5M_i.tif,Erythroxylym coca,28.4,316.167,203.5,83.167,196.833
BOB5M_j.tif,Erythroxylym coca,28.4,307.833,194.5,91.833,204.5
BON1A_a.tif,Erythroxylym coca,28.4,303.5,199.5,96.833,191.167
BON1A_b.tif,Erythroxylym coca,28.4,285,193.75,114.75,207.5
BON1A_c.tif,Erythroxylym coca,28.4,295,198.25,103.75,207
BON1A_d.tif,Erythroxylym coca,28.4,286.25,201.75,112.75,205.5
BON1A_e.tif,Erythroxylym coca,28.4,310.5,205.5,90.167,191.167
BON1A_f.tif,Erythroxylym coca,28.4,310.5,205.5,89.833,191.167
BON1A_g.tif,Erythroxylym coca,28.4,284.833,205.833,113.833,196.167
BON1A_h.tif,Erythroxylym coca,28.4,293.833,206.5,104.833,198.5
BON1A_i.tif,Erythroxylym coca,28.4,287,204.5,112.75,196.5
BON1A_j.tif,Erythroxylym coca,28.4,288.167,199.167,110.833,205.5
BON1B_a.tif,Erythroxylym coca,28.4,316,207.5,84,195
BON1B_b.tif,Erythroxylym coca,28.4,288.25,202.25,111.75,202.5
BON1B_c.tif,Erythroxylym coca,28.4,291.167,196.833,107.833,204.167
BON1B_d.tif,Erythroxylym coca,28.4,303,191,97,205
BON1B_e.tif,Erythroxylym coca,28.4,296.5,196.833,102.833,214.833
BON1B_f.tif,Erythroxylym coca,28.4,299.167,211.833,99.833,199.167
BON1B_g.tif,Erythroxylym coca,28.4,299.5,203,99,200
BON1B_h.tif,Erythroxylym coca,28.4,300.5,198.5,99,200.5
BON1B_i.tif,Erythroxylym coca,28.4,297.167,202.167,102.833,199.167
BON1B_j.tif,Erythroxylym coca,28.4,306.5,198.5,92.833,197.5
BON1M_a.tif,Erythroxylym coca,28.4,306,211,93,189.5
BON1M_b.tif,Erythroxylym coca,28.4,311.833,220.5,87.167,199.833
BON1M_c.tif,Erythroxylym coca,28.4,294.5,198.5,105.833,197.833
BON1M_d.tif,Erythroxylym coca,28.4,288.167,220.167,110.833,181.167
BON1M_e.tif,Erythroxylym coca,28.4,309.5,203.5,88.5,193
BON1M_f.tif,Erythroxylym coca,28.4,302.167,181.167,96.833,203.5
BON1M_g.tif,Erythroxylym coca,28.4,314,192.5,84.5,198.5
BON1M_h.tif,Erythroxylym coca,28.4,319.167,203.167,79.833,201.5
BON1M_i.tif,Erythroxylym coca,28.4,290.167,212.5,108.5,188.833
BON1M_j.tif,Erythroxylym coca,28.4,268.75,194,130.5,199.5
BON2A_a.tif,Erythroxylym coca,28.4,308.833,181.833,90.833,220.167
BON2A_b.tif,Erythroxylym coca,28.4,305.167,199.833,94.833,199.5
BON2A_c.tif,Erythroxylym coca,28.4,311.833,191.167,87.5,211.167
BON2A_d.tif,Erythroxylym coca,28.4,347,219,50.5,199.5
BON2A_e.tif,Erythroxylym coca,28.4,325.5,196.5,72,210
BON2A_f.tif,Erythroxylym coca,28.4,338.5,197,60.5,198
BON2A_g.tif,Erythroxylym coca,28.4,310.167,211.833,88.5,194.167
BON2A_h.tif,Erythroxylym coca,28.4,291,208.5,107.75,201.75
BON2A_i.tif,Erythroxylym coca,28.4,315.167,204.5,83.833,203.5
BON2A_j.tif,Erythroxylym coca,28.4,330.167,195.167,69.833,198.167
BON2B_a.tif,Erythroxylym coca,28.4,303.167,191.5,95.833,205.833
BON2B_b.tif,Erythroxylym coca,28.4,307.167,189.833,92.833,218.167
BON2B_c.tif,Erythroxylym coca,28.4,299.5,196.833,100.833,202.167
BON2B_d.tif,Erythroxylym coca,28.4,295.833,196.167,102.833,211.833
BON2B_e.tif,Erythroxylym coca,28.4,310.5,186.5,89.833,212.167
BON2B_f.tif,Erythroxylym coca,28.4,327.833,205.167,71.5,201.167
BON2B_g.tif,Erythroxylym coca,28.4,313.5,204.833,85.833,198.167
BON2B_h.tif,Erythroxylym coca,28.4,307.167,218.5,91.833,190.833
BON2B_i.tif,Erythroxylym coca,28.4,339.5,196,58.5,204.5
BON2B_j.tif,Erythroxylym coca,28.4,305.167,204.5,94.5,215.833
BON2M_a.tif,Erythroxylym coca,28.4,322,200,75.5,203
BON2M_b.tif,Erythroxylym coca,28.4,325,191,75,206.5
BON2M_c.tif,Erythroxylym coca,28.4,331.167,195.833,68.167,206.5
BON2M_d.tif,Erythroxylym coca,28.4,334,200.5,64.5,200.5
BON2M_e.tif,Erythroxylym coca,28.4,325.167,193.5,74.5,202.5
BON2M_f.tif,Erythroxylym coca,28.4,289.25,192.25,110.75,200
BON2M_g.tif,Erythroxylym coca,28.4,318.167,195.833,80.833,202.167
BON2M_h.tif,Erythroxylym coca,28.4,325.167,200.833,74.833,201.5
BON2M_i.tif,Erythroxylym coca,28.4,324.833,200.833,74.833,201.167
BON2M_j.tif,Erythroxylym coca,28.4,316.833,197.833,82.5,200.167
BON2M_k.tif,Erythroxylym coca,28.4,315.833,197.167,82.5,202.833
BON2M_l.tif,Erythroxylym coca,28.4,320.833,194.5,78.833,208.5
BON3A_a.tif,Erythroxylym coca,28.4,306.833,199.167,92.833,207.167
BON3A_b.tif,Erythroxylym coca,28.4,332,217.5,66,197.5
BON3A_c.tif,Erythroxylym coca,28.4,335,205,63.5,199.5
BON3A_d.tif,Erythroxylym coca,28.4,303.833,205.5,95.833,196.167
BON3A_e.tif,Erythroxylym coca,28.4,333.5,195.5,65.5,206.5
