file,species,px_cm,base_x,base_y,tip_x,tip_y,variety,plant,leaf,full_name,type
AMA1B_j.tif,Erythroxylym coca,28.4,294.0,220.0,104.5,196.0,AMA,1B,j,amazona,coca
AMA1M_a.tif,Erythroxylym coca,28.4,272.0,191.75,127.75,196.25,AMA,1M,a,amazona,coca
AMA1M_b.tif,Erythroxylym coca,28.4,265.333,195.667,134.5,198.0,AMA,1M,b,amazona,coca
AMA1M_c.tif,Erythroxylym coca,28.4,265.0,196.667,133.667,196.167,AMA,1M,c,amazona,coca
AMA1M_d.tif,Erythroxylym coca,28.4,261.667,195.167,138.5,206.0,AMA,1M,d,amazona,coca
AMA1M_e.tif,Erythroxylym coca,28.4,279.25,209.0,120.75,197.5,AMA,1M,e,amazona,coca
AMA1M_f.tif,Erythroxylym coca,28.4,272.25,193.25,127.75,204.75,AMA,1M,f,amazona,coca
AMA1M_g.tif,Erythroxylym coca,28.4,274.0,199.5,126.0,203.0,AMA,1M,g,amazona,coca
AMA1M_h.tif,Erythroxylym coca,28.4,278.0,194.0,120.75,197.5,AMA,1M,h,amazona,coca
AMA1M_i.tif,Erythroxylym coca,28.4,314.167,201.167,84.833,199.5,AMA,1M,i,amazona,coca
AMA1M_j.tif,Erythroxylym coca,28.4,324.167,194.167,74.5,194.5,AMA,1M,j,amazona,coca
AMA1M_k.tif,Erythroxylym coca,28.4,327.833,206.5,69.833,203.5,AMA,1M,k,amazona,coca
AMA2A_a.tif,Erythroxylym coca,28.4,292.25,200.0,106.75,201.75,AMA,2A,a,amazona,coca
AMA2A_b.tif,Erythroxylym coca,28.4,275.0,201.0,123.75,192.5,AMA,2A,b,amazona,coca
AMA2A_c.tif,Erythroxylym coca,28.4,279.5,201.25,120.75,194.5,AMA,2A,c,amazona,coca
AMA2A_d.tif,Erythroxylym coca,28.4,328.167,209.167,71.5,179.167,AMA,2A,d,amazona,coca
AMA2A_e.tif,Erythroxylym coca,28.4,258.5,206.167,140.667,202.0,AMA,2A,e,amazona,coca
AMA2A_f.tif,Erythroxylym coca,28.4,308.167,200.833,90.833,211.167,AMA,2A,f,amazona,coca
AMA2A_g.tif,Erythroxylym coca,28.4,319.167,212.167,79.5,197.167,AMA,2A,g,amazona,coca
AMA2A_h.tif,Erythroxylym coca,28.4,303.167,199.167,97.167,194.167,AMA,2A,h,amazona,coca
AMA2A_i.tif,Erythroxylym coca,28.4,300.5,206.167,99.167,197.167,AMA,2A,i,amazona,coca
AMA2A_j.tif,Erythroxylym coca,28.4,276.25,206.0,121.75,195.5,AMA,2A,j,amazona,coca
AMA2B_a.tif,Erythroxylym coca,28.4,319.167,215.833,79.833,208.5,AMA,2B,a,amazona,coca
AMA2B_b.tif,Erythroxylym coca,28.4,283.0,196.25,116.75,197.5,AMA,2B,b,amazona,coca
AMA2B_c.tif,Erythroxylym coca,28.4,281.25,193.5,119.0,206.0,AMA,2B,c,amazona,coca
AMA2B_d.tif,Erythroxylym coca,28.4,283.5,192.75,115.75,218.0,AMA,2B,d,amazona,coca
AMA2B_e.tif,Erythroxylym coca,28.4,269.25,180.5,129.5,213.75,AMA,2B,e,amazona,coca
AMA2B_f.tif,Erythroxylym coca,28.4,335.0,203.5,64.0,206.167,AMA,2B,f,amazona,coca
AMA2B_g.tif,Erythroxylym coca,28.4,331.0,204.0,67.0,202.0,AMA,2B,g,amazona,coca
AMA2B_h.tif,Erythroxylym coca,28.4,307.167,195.5,92.5,202.5,AMA,2B,h,amazona,coca
AMA2B_i.tif,Erythroxylym coca,28.4,312.5,198.167,87.833,211.833,AMA,2B,i,amazona,coca
AMA2B_j.tif,Erythroxylym coca,28.4,278.25,191.0,120.75,215.0,AMA,2B,j,amazona,coca
AMA2B_k.tif,Erythroxylym coca,28.4,352.0,190.5,45.0,215.0,AMA,2B,k,amazona,coca
AMA2M_a.tif,Erythroxylym coca,28.4,286.25,193.5,112.5,205.0,AMA,2M,a,amazona,coca
AMA2M_b.tif,Erythroxylym coca,28.4,299.833,204.167,98.833,203.167,AMA,2M,b,amazona,coca
AMA2M_c.tif,Erythroxylym coca,28.4,307.833,199.167,90.833,203.5,AMA,2M,c,amazona,coca
AMA2M_d.tif,Erythroxylym coca,28.4,298.833,202.5,99.5,200.167,AMA,2M,d,amazona,coca
AMA2M_e.tif,Erythroxylym coca,28.4,289.25,209.0,110.75,195.5,AMA,2M,e,amazona,coca
AMA2M_f.tif,Erythroxylym coca,28.4,299.167,210.5,100.167,202.833,AMA,2M,f,amazona,coca
AMA2M_g.tif,Erythroxylym coca,28.4,284.25,195.5,115.75,204.0,AMA,2M,g,amazona,coca
AMA2M_h.tif,Erythroxylym coca,28.4,308.833,200.5,90.5,195.167,AMA,2M,h,amazona,coca
AMA2M_i.tif,Erythroxylym coca,28.4,289.25,199.5,110.75,201.25,AMA,2M,i,amazona,coca
AMA2M_j.tif,Erythroxylym coca,28.4,289.0,200.75,110.0,204.25,AMA,2M,j,amazona,coca
AMA2M_k.tif,Erythroxylym coca,28.4,296.25,206.75,104.0,202.0,AMA,2M,k,amazona,coca
AMA3A_a.tif,Erythroxylym coca,28.4,281.25,198.75,118.75,215.0,AMA,3A,a,amazona,coca
AMA3A_b.tif,Erythroxylym coca,28.4,303.167,206.167,97.167,203.833,AMA,3A,b,amazona,coca
AMA3A_c.tif,Erythroxylym coca,28.4,291.25,199.75,108.75,203.25,AMA,3A,c,amazona,coca
AMA3A_d.tif,Erythroxylym coca,28.4,316.833,196.167,82.5,196.167,AMA,3A,d,amazona,coca
AMA3A_e.tif,Erythroxylym coca,28.4,304.5,195.833,94.833,198.833,AMA,3A,e,amazona,coca
AMA3A_f.tif,Erythroxylym coca,28.4,330.5,198.5,67.833,209.167,AMA,3A,f,amazona,coca
AMA3A_g.tif,Erythroxylym coca,28.4,329.167,201.167,70.5,201.833,AMA,3A,g,amazona,coca
AMA3A_h.tif,Erythroxylym coca,28.4,271.0,192.5,128.75,204.5,AMA,3A,h,amazona,coca
AMA3A_i.tif,Erythroxylym coca,28.4,329.167,183.833,70.833,210.167,AMA,3A,i,amazona,coca
AMA3A_j.tif,Erythroxylym coca,28.4,307.0,195.0,93.0,197.0,AMA,3A,j,amazona,coca
AMA3B_a.tif,Erythroxylym coca,28.4,272.0,195.0,127.0,211.0,AMA,3B,a,amazona,coca
AMA3B_b.tif,Erythroxylym coca,28.4,284.0,193.5,115.75,201.0,AMA,3B,b,amazona,coca
AMA3B_c.tif,Erythroxylym coca,28.4,303.167,206.167,96.833,207.833,AMA,3B,c,amazona,coca
AMA3B_d.tif,Erythroxylym coca,28.4,281.25,205.0,119.0,204.0,AMA,3B,d,amazona,coca
AMA3B_e.tif,Erythroxylym coca,28.4,310.167,199.833,89.833,196.833,AMA,3B,e,amazona,coca
AMA3B_f.tif,Erythroxylym coca,28.4,279.0,195.75,119.5,208.75,AMA,3B,f,amazona,coca
AMA3B_g.tif,Erythroxylym coca,28.4,299.167,203.5,100.833,202.833,AMA,3B,g,amazona,coca
AMA3B_h.tif,Erythroxylym coca,28.4,278.25,199.0,121.75,200.0,AMA,3B,h,amazona,coca
AMA3B_i.tif,Erythroxylym coca,28.4,318.5,198.833,81.167,198.167,AMA,3B,i,amazona,coca
AMA3M_a.tif,Erythroxylym coca,28.4,270.0,202.5,129.75,198.75,AMA,3M,a,amazona,coca
AMA3M_b.tif,Erythroxylym coca,28.4,307.167,193.833,91.833,212.167,AMA,3M,b,amazona,coca
AMA3M_c.tif,Erythroxylym coca,28.4,309.167,197.5,89.5,196.167,AMA,3M,c,amazona,coca
AMA3M_d.tif,Erythroxylym coca,28.4,307.833,188.5,91.833,199.833,AMA,3M,d,amazona,coca
AMA3M_e.tif,Erythroxylym coca,28.4,300.833,201.5,97.5,186.5,AMA,3M,e,amazona,coca
AMA3M_f.tif,Erythroxylym coca,28.4,273.25,210.5,125.75,193.0,AMA,3M,f,amazona,coca
AMA3M_g.tif,Erythroxylym coca,28.4,278.0,188.0,121.75,204.5,AMA,3M,g,amazona,coca
AMA3M_h.tif,Erythroxylym coca,28.4,266.25,203.5,133.75,196.0,AMA,3M,h,amazona,coca
AMA3M_i.tif,Erythroxylym coca,28.4,287.25,202.25,113.0,196.0,AMA,3M,i,amazona,coca
AMA3M_j.tif,Erythroxylym coca,28.4,284.0,197.5,115.75,197.0,AMA,3M,j,amazona,coca
AMA4A_a.tif,Erythroxylym coca,28.4,279.75,202.0,119.75,205.25,AMA,4A,a,amazona,coca
AMA4A_b.tif,Erythroxylym coca,28.4,260.5,195.5,139.5,207.167,AMA,4A,b,amazona,coca
AMA4A_c.tif,Erythroxylym coca,28.4,268.25,188.25,131.0,209.0,AMA,4A,c,amazona,coca
AMA4A_d.tif,Erythroxylym coca,28.4,284.25,198.75,116.0,203.0,AMA,4A,d,amazona,coca
AMA4A_e.tif,Erythroxylym coca,28.4,290.0,204.0,108.75,196.5,AMA,4A,e,amazona,coca
AMA4A_f.tif,Erythroxylym coca,28.4,268.75,208.0,131.0,211.0,AMA,4A,f,amazona,coca
AMA4A_g.tif,Erythroxylym coca,28.4,284.25,203.5,114.75,189.75,AMA,4A,g,amazona,coca
AMA4A_h.tif,Erythroxylym coca,28.4,285.0,193.0,115.0,209.0,AMA,4A,h,amazona,coca
AMA4A_i.tif,Erythroxylym coca,28.4,287.75,208.0,112.0,210.75,AMA,4A,i,amazona,coca
AMA4A_j.tif,Erythroxylym coca,28.4,285.0,188.5,113.75,207.0,AMA,4A,j,amazona,coca
AMA4A_k.tif,Erythroxylym coca,28.4,270.75,200.75,128.75,205.0,AMA,4A,k,amazona,coca
AMA4B_a.tif,Erythroxylym coca,28.4,260.167,206.333,138.5,195.5,AMA,4B,a,amazona,coca
AMA4B_b.tif,Erythroxylym coca,28.4,267.0,201.75,132.75,198.5,AMA,4B,b,amazona,coca
AMA4B_c.tif,Erythroxylym coca,28.4,280.0,203.25,118.75,208.75,AMA,4B,c,amazona,coca
AMA4B_d.tif,Erythroxylym coca,28.4,279.0,206.5,120.75,203.5,AMA,4B,d,amazona,coca
AMA4B_e.tif,Erythroxylym coca,28.4,291.0,201.75,107.75,187.75,AMA,4B,e,amazona,coca
AMA4B_f.tif,Erythroxylym coca,28.4,290.75,200.75,107.75,199.75,AMA,4B,f,amazona,coca
AMA4B_g.tif,Erythroxylym coca,28.4,258.167,200.0,141.0,206.833,AMA,4B,g,amazona,coca
AMA4B_h.tif,Erythroxylym coca,28.4,259.0,195.0,140.833,198.333,AMA,4B,h,amazona,coca
AMA4B_i.tif,Erythroxylym coca,28.4,280.167,206.167,118.833,207.167,AMA,4B,i,amazona,coca
AMA4B_j.tif,Erythroxylym coca,28.4,269.25,203.75,129.75,206.0,AMA,4B,j,amazona,coca
AMA4B_k.tif,Erythroxylym coca,28.4,295.167,194.833,104.5,198.167,AMA,4B,k,amazona,coca
AMA4M_a.tif,Erythroxylym coca,28.4,305.167,202.5,94.833,201.833,AMA,4M,a,amazona,coca
AMA4M_b.tif,Erythroxylym coca,28.4,264.333,201.333,134.833,197.0,AMA,4M,b,amazona,coca
AMA4M_c.tif,Erythroxylym coca,28.4,279.0,209.25,119.75,205.0,AMA,4M,c,amazona,coca
AMA4M_d.tif,Erythroxylym coca,28.4,300.833,205.833,98.833,202.833,AMA,4M,d,amazona,coca
AMA4M_e.tif,Erythroxylym coca,28.4,268.25,198.25,131.75,206.75,AMA,4M,e,amazona,coca
AMA4M_f.tif,Erythroxylym coca,28.4,283.0,202.75,116.75,207.25,AMA,4M,f,amazona,coca
AMA4M_g.tif,Erythroxylym coca,28.4,260.333,189.0,138.667,210.833,AMA,4M,g,amazona,coca
AMA4M_h.tif,Erythroxylym coca,28.4,273.0,212.0,125.75,201.0,AMA,4M,h,amazona,coca
AMA4M_i.tif,Erythroxylym coca,28.4,293.25,239.75,106.75,181.0,AMA,4M,i,amazona,coca
AMA4M_j.tif,Erythroxylym coca,28.4,281.0,196.5,117.75,206.25,AMA,4M,j,amazona,coca
BOB1A_a.tif,Erythroxylym coca,28.4,235.375,210.125,164.625,198.125,BOB,1A,a,boliviana blanca,coca
BOB1A_b.tif,Erythroxylym coca,28.4,265.333,203.5,134.667,198.167,BOB,1A,b,boliviana blanca,coca
BOB1A_c.tif,Erythroxylym coca,28.4,270.0,216.75,130.0,196.5,BOB,1A,c,boliviana blanca,coca
BOB1A_d.tif,Erythroxylym coca,28.4,276.0,202.5,123.75,200.75,BOB,1A,d,boliviana blanca,coca
BOB1A_e.tif,Erythroxylym coca,28.4,304.833,203.5,94.833,197.5,BOB,1A,e,boliviana blanca,coca
BOB1A_f.tif,Erythroxylym coca,28.4,330.833,189.5,68.833,194.167,BOB,1A,f,boliviana blanca,coca
BOB1A_g.tif,Erythroxylym coca,28.4,338.0,203.0,60.5,197.0,BOB,1A,g,boliviana blanca,coca
BOB1A_h.tif,Erythroxylym coca,28.4,259.167,194.0,140.667,210.5,BOB,1A,h,boliviana blanca,coca
BOB1A_i.tif,Erythroxylym coca,28.4,269.0,204.0,130.75,193.0,BOB,1A,i,boliviana blanca,coca
BOB1A_j.tif,Erythroxylym coca,28.4,274.25,211.75,126.0,195.0,BOB,1A,j,boliviana blanca,coca
BOB1A_k.tif,Erythroxylym coca,28.4,301.5,209.167,98.833,203.833,BOB,1A,k,boliviana blanca,coca
BOB1A_l.tif,Erythroxylym coca,28.4,325.5,189.167,74.833,209.167,BOB,1A,l,boliviana blanca,coca
BOB1B_a.tif,Erythroxylym coca,28.4,301.5,206.167,97.167,203.833,BOB,1B,a,boliviana blanca,coca
BOB1B_b.tif,Erythroxylym coca,28.4,301.5,200.5,96.833,200.833,BOB,1B,b,boliviana blanca,coca
BOB1B_c.tif,Erythroxylym coca,28.4,281.25,187.25,118.5,200.25,BOB,1B,c,boliviana blanca,coca
BOB1B_d.tif,Erythroxylym coca,28.4,304.833,213.167,94.5,195.5,BOB,1B,d,boliviana blanca,coca
BOB1B_e.tif,Erythroxylym coca,28.4,330.167,184.5,69.833,201.833,BOB,1B,e,boliviana blanca,coca
BOB1B_f.tif,Erythroxylym coca,28.4,287.25,213.75,111.5,203.75,BOB,1B,f,boliviana blanca,coca
BOB1B_g.tif,Erythroxylym coca,28.4,295.0,209.5,104.75,207.25,BOB,1B,g,boliviana blanca,coca
BOB1B_h.tif,Erythroxylym coca,28.4,307.833,182.167,90.833,205.167,BOB,1B,h,boliviana blanca,coca
BOB1B_i.tif,Erythroxylym coca,28.4,308.167,185.167,91.167,201.5,BOB,1B,i,boliviana blanca,coca
BOB1B_j.tif,Erythroxylym coca,28.4,298.25,199.0,101.75,203.75,BOB,1B,j,boliviana blanca,coca
BOB1M_a.tif,Erythroxylym coca,28.4,293.0,209.0,106.75,197.75,BOB,1M,a,boliviana blanca,coca
BOB1M_b.tif,Erythroxylym coca,28.4,301.167,210.167,97.5,203.833,BOB,1M,b,boliviana blanca,coca
BOB1M_c.tif,Erythroxylym coca,28.4,294.0,200.0,105.75,201.0,BOB,1M,c,boliviana blanca,coca
BOB1M_d.tif,Erythroxylym coca,28.4,286.0,197.0,112.5,204.75,BOB,1M,d,boliviana blanca,coca
BOB1M_e.tif,Erythroxylym coca,28.4,279.0,205.75,120.75,194.5,BOB,1M,e,boliviana blanca,coca
BOB1M_f.tif,Erythroxylym coca,28.4,267.0,193.0,131.5,207.0,BOB,1M,f,boliviana blanca,coca
BOB1M_g.tif,Erythroxylym coca,28.4,319.833,187.167,79.833,198.833,BOB,1M,g,boliviana blanca,coca
BOB1M_h.tif,Erythroxylym coca,28.4,294.5,203.0,106.0,197.0,BOB,1M,h,boliviana blanca,coca
BOB1M_i.tif,Erythroxylym coca,28.4,284.25,208.0,115.75,201.0,BOB,1M,i,boliviana blanca,coca
BOB1M_j.tif,Erythroxylym coca,28.4,277.25,190.75,123.0,206.0,BOB,1M,j,boliviana blanca,coca
BOB2A_a.tif,Erythroxylym coca,28.4,267.75,182.0,130.75,205.75,BOB,2A,a,boliviana blanca,coca
BOB2A_b.tif,Erythroxylym coca,28.4,293.5,193.25,105.75,214.0,BOB,2A,b,boliviana blanca,coca
BOB2A_c.tif,Erythroxylym coca,28.4,302.833,207.833,96.5,194.833,BOB,2A,c,boliviana blanca,coca
BOB2A_d.tif,Erythroxylym coca,28.4,293.0,189.0,106.75,204.0,BOB,2A,d,boliviana blanca,coca
BOB2A_e.tif,Erythroxylym coca,28.4,279.0,211.5,120.75,197.75,BOB,2A,e,boliviana blanca,coca
BOB2A_f.tif,Erythroxylym coca,28.4,290.75,206.75,108.75,204.0,BOB,2A,f,boliviana blanca,coca
BOB2A_g.tif,Erythroxylym coca,28.4,274.0,204.0,124.5,204.75,BOB,2A,g,boliviana blanca,coca
BOB2A_h.tif,Erythroxylym coca,28.4,315.5,207.5,83.5,188.833,BOB,2A,h,boliviana blanca,coca
BOB2A_i.tif,Erythroxylym coca,28.4,328.167,199.5,70.833,207.833,BOB,2A,i,boliviana blanca,coca
BOB2A_j.tif,Erythroxylym coca,28.4,298.167,196.167,100.5,201.167,BOB,2A,j,boliviana blanca,coca
BOB2A_k.tif,Erythroxylym coca,28.4,282.0,181.75,116.75,209.5,BOB,2A,k,boliviana blanca,coca
BOB2A_l.tif,Erythroxylym coca,28.4,311.167,197.5,88.833,199.833,BOB,2A,l,boliviana blanca,coca
BOB2A_m.tif,Erythroxylym coca,28.4,268.25,185.5,131.75,206.0,BOB,2A,m,boliviana blanca,coca
BOB2B_a.tif,Erythroxylym coca,28.4,309.167,196.833,89.833,203.5,BOB,2B,a,boliviana blanca,coca
BOB2B_b.tif,Erythroxylym coca,28.4,322.167,199.833,77.833,208.5,BOB,2B,b,boliviana blanca,coca
BOB2B_c.tif,Erythroxylym coca,28.4,319.167,206.833,80.833,197.167,BOB,2B,c,boliviana blanca,coca
BOB2B_d.tif,Erythroxylym coca,28.4,305.833,198.167,92.5,206.5,BOB,2B,d,boliviana blanca,coca
BOB2B_e.tif,Erythroxylym coca,28.4,306.5,186.167,93.833,202.833,BOB,2B,e,boliviana blanca,coca
BOB2B_f.tif,Erythroxylym coca,28.4,308.167,197.833,90.833,198.833,BOB,2B,f,boliviana blanca,coca
BOB2B_g.tif,Erythroxylym coca,28.4,307.5,200.5,91.833,194.5,BOB,2B,g,boliviana blanca,coca
BOB2B_h.tif,Erythroxylym coca,28.4,319.833,209.5,78.833,197.167,BOB,2B,h,boliviana blanca,coca
BOB2B_i.tif,Erythroxylym coca,28.4,326.167,200.167,73.833,194.167,BOB,2B,i,boliviana blanca,coca
BOB2B_j.tif,Erythroxylym coca,28.4,291.75,193.0,106.75,209.25,BOB,2B,j,boliviana blanca,coca
BOB2M_a.tif,Erythroxylym coca,28.4,306.167,185.833,92.833,201.833,BOB,2M,a,boliviana blanca,coca
BOB2M_b.tif,Erythroxylym coca,28.4,315.833,185.167,82.833,211.833,BOB,2M,b,boliviana blanca,coca
BOB2M_c.tif,Erythroxylym coca,28.4,293.5,191.5,105.75,199.75,BOB,2M,c,boliviana blanca,coca
BOB2M_d.tif,Erythroxylym coca,28.4,296.0,193.5,103.75,206.0,BOB,2M,d,boliviana blanca,coca
BOB2M_e.tif,Erythroxylym coca,28.4,312.833,210.833,86.167,195.5,BOB,2M,e,boliviana blanca,coca
BOB2M_f.tif,Erythroxylym coca,28.4,297.0,206.75,102.75,187.5,BOB,2M,f,boliviana blanca,coca
BOB2M_g.tif,Erythroxylym coca,28.4,271.25,187.25,128.75,210.5,BOB,2M,g,boliviana blanca,coca
BOB2M_h.tif,Erythroxylym coca,28.4,293.0,219.0,106.75,193.25,BOB,2M,h,boliviana blanca,coca
BOB2M_i.tif,Erythroxylym coca,28.4,301.833,215.5,97.5,192.833,BOB,2M,i,boliviana blanca,coca
BOB2M_j.tif,Erythroxylym coca,28.4,322.167,189.167,76.833,212.167,BOB,2M,j,boliviana blanca,coca
BOB3A_a.tif,Erythroxylym coca,28.4,285.75,202.0,113.75,200.25,BOB,3A,a,boliviana blanca,coca
BOB3A_b.tif,Erythroxylym coca,28.4,287.0,211.75,111.75,198.25,BOB,3A,b,boliviana blanca,coca
BOB3A_c.tif,Erythroxylym coca,28.4,300.167,183.167,96.5,208.833,BOB,3A,c,boliviana blanca,coca
BOB3A_d.tif,Erythroxylym coca,28.4,303.5,204.833,95.833,201.167,BOB,3A,d,boliviana blanca,coca
BOB3A_e.tif,Erythroxylym coca,28.4,324.167,191.167,75.833,211.5,BOB,3A,e,boliviana blanca,coca
BOB3A_f.tif,Erythroxylym coca,28.4,314.167,188.833,82.167,210.5,BOB,3A,f,boliviana blanca,coca
BOB3A_g.tif,Erythroxylym coca,28.4,279.75,206.5,119.75,197.0,BOB,3A,g,boliviana blanca,coca
BOB3A_h.tif,Erythroxylym coca,28.4,305.167,201.167,93.5,201.167,BOB,3A,h,boliviana blanca,coca
BOB3A_i.tif,Erythroxylym coca,28.4,313.167,190.5,85.833,198.5,BOB,3A,i,boliviana blanca,coca
BOB3A_j.tif,Erythroxylym coca,28.4,311.833,201.167,86.833,199.833,BOB,3A,j,boliviana blanca,coca
BOB3A_k.tif,Erythroxylym coca,28.4,309.5,184.833,89.5,201.833,BOB,3A,k,boliviana blanca,coca
BOB3B_a.tif,Erythroxylym coca,28.4,326.167,198.167,72.5,199.5,BOB,3B,a,boliviana blanca,coca
BOB3B_b.tif,Erythroxylym coca,28.4,300.833,197.833,98.833,197.833,BOB,3B,b,boliviana blanca,coca
BOB3B_c.tif,Erythroxylym coca,28.4,300.833,205.5,98.833,202.167,BOB,3B,c,boliviana blanca,coca
BOB3B_d.tif,Erythroxylym coca,28.4,297.25,214.25,101.5,191.25,BOB,3B,d,boliviana blanca,coca
BOB3B_e.tif,Erythroxylym coca,28.4,267.0,212.5,131.75,195.75,BOB,3B,e,boliviana blanca,coca
BOB3B_f.tif,Erythroxylym coca,28.4,270.75,202.0,127.5,195.0,BOB,3B,f,boliviana blanca,coca
BOB3B_g.tif,Erythroxylym coca,28.4,277.25,215.25,122.5,188.75,BOB,3B,g,boliviana blanca,coca
BOB3B_h.tif,Erythroxylym coca,28.4,262.0,192.833,137.667,202.5,BOB,3B,h,boliviana blanca,coca
BOB3M_a.tif,Erythroxylym coca,28.4,306.167,197.167,91.833,202.167,BOB,3M,a,boliviana blanca,coca
BOB3M_b.tif,Erythroxylym coca,28.4,282.0,195.75,116.75,209.0,BOB,3M,b,boliviana blanca,coca
BOB3M_c.tif,Erythroxylym coca,28.4,282.0,202.25,116.75,201.25,BOB,3M,c,boliviana blanca,coca
BOB3M_d.tif,Erythroxylym coca,28.4,290.0,191.5,108.75,198.5,BOB,3M,d,boliviana blanca,coca
BOB3M_e.tif,Erythroxylym coca,28.4,283.0,201.75,115.5,204.25,BOB,3M,e,boliviana blanca,coca
BOB3M_f.tif,Erythroxylym coca,28.4,304.833,185.167,93.833,214.167,BOB,3M,f,boliviana blanca,coca
BOB3M_g.tif,Erythroxylym coca,28.4,298.0,209.75,101.75,193.75,BOB,3M,g,boliviana blanca,coca
BOB3M_h.tif,Erythroxylym coca,28.4,286.25,200.5,112.75,202.25,BOB,3M,h,boliviana blanca,coca
BOB3M_i.tif,Erythroxylym coca,28.4,293.0,195.25,106.75,199.25,BOB,3M,i,boliviana blanca,coca
BOB3M_j.tif,Erythroxylym coca,28.4,285.0,208.75,114.75,207.5,BOB,3M,j,boliviana blanca,coca
BOB3M_k.tif,Erythroxylym coca,28.4,290.0,198.5,108.5,205.5,BOB,3M,k,boliviana blanca,coca
BOB3M_l.tif,Erythroxylym coca,28.4,290.0,200.0,108.75,200.25,BOB,3M,l,boliviana blanca,coca
BOB4A_a.tif,Erythroxylym coca,28.4,277.0,184.0,122.75,192.75,BOB,4A,a,boliviana blanca,coca
BOB4A_b.tif,Erythroxylym coca,28.4,293.25,199.5,106.5,191.0,BOB,4A,b,boliviana blanca,coca
BOB4A_c.tif,Erythroxylym coca,28.4,276.25,190.5,123.75,198.25,BOB,4A,c,boliviana blanca,coca
BOB4A_d.tif,Erythroxylym coca,28.4,291.0,216.0,108.5,198.0,BOB,4A,d,boliviana blanca,coca
BOB4A_e.tif,Erythroxylym coca,28.4,321.167,193.833,77.833,192.5,BOB,4A,e,boliviana blanca,coca
BOB4A_f.tif,Erythroxylym coca,28.4,287.0,212.0,111.75,203.75,BOB,4A,f,boliviana blanca,coca
BOB4A_g.tif,Erythroxylym coca,28.4,286.25,202.75,112.5,200.5,BOB,4A,g,boliviana blanca,coca
BOB4A_h.tif,Erythroxylym coca,28.4,268.5,197.25,130.75,187.75,BOB,4A,h,boliviana blanca,coca
BOB4A_i.tif,Erythroxylym coca,28.4,291.0,200.0,108.5,199.25,BOB,4A,i,boliviana blanca,coca
BOB4A_j.tif,Erythroxylym coca,28.4,294.75,220.0,104.75,195.25,BOB,4A,j,boliviana blanca,coca
BOB4B_a.tif,Erythroxylym coca,28.4,277.0,185.75,121.5,204.75,BOB,4B,a,boliviana blanca,coca
BOB4B_b.tif,Erythroxylym coca,28.4,282.75,200.75,115.75,194.75,BOB,4B,b,boliviana blanca,coca
